DATE,CPIAUCSL,FEDFUNDS,INDPRO,PAYEMS,UNRATE
1959-01-01,29.01,2.48,22.7253,52480.0,6.0
1959-02-01,29.0,2.43,23.1703,52687.0,5.9
1959-03-01,28.97,2.8,23.5041,53016.0,5.6
1959-04-01,28.98,2.96,24.0048,53320.0,5.2
1959-05-01,29.04,2.9,24.3664,53549.0,5.1
1959-06-01,29.11,3.39,24.3942,53679.0,5.0
1959-07-01,29.15,3.47,23.8101,53803.0,5.1
1959-08-01,29.18,3.5,23.0034,53334.0,5.2
1959-09-01,29.25,3.76,22.9756,53429.0,5.5
1959-10-01,29.35,3.98,22.8087,53359.0,5.7
1959-11-01,29.35,4.0,22.9478,53635.0,5.8
1959-12-01,29.41,3.99,24.3664,54175.0,5.3
1960-01-01,29.37,3.99,25.0061,54274.0,5.2
1960-02-01,29.41,3.97,24.7836,54513.0,4.8
1960-03-01,29.41,3.84,24.5611,54458.0,5.4
1960-04-01,29.54,3.92,24.3664,54812.0,5.2
1960-05-01,29.57,3.85,24.3386,54473.0,5.1
1960-06-01,29.61,3.32,24.0326,54347.0,5.4
1960-07-01,29.55,3.23,23.9492,54304.0,5.5
1960-08-01,29.61,2.98,23.9213,54271.0,5.6
1960-09-01,29.61,2.6,23.671,54228.0,5.5
1960-10-01,29.75,2.47,23.6432,54144.0,6.1
1960-11-01,29.78,2.44,23.3094,53962.0,6.1
1960-12-01,29.81,1.98,22.8643,53744.0,6.6
1961-01-01,29.84,1.45,22.8922,53683.0,6.6
1961-02-01,29.84,2.54,22.8643,53556.0,6.9
1961-03-01,29.84,2.02,23.0034,53662.0,6.9
1961-04-01,29.81,1.49,23.4763,53626.0,7.0
1961-05-01,29.84,1.98,23.8379,53785.0,7.1
1961-06-01,29.84,1.73,24.1717,53977.0,6.9
1961-07-01,29.92,1.17,24.4498,54123.0,7.0
1961-08-01,29.94,2.0,24.6723,54298.0,6.6
1961-09-01,29.98,1.88,24.6446,54388.0,6.7
1961-10-01,29.98,2.26,25.1174,54522.0,6.5
1961-11-01,29.98,2.61,25.5068,54743.0,6.1
1961-12-01,30.01,2.33,25.7293,54871.0,6.0
1962-01-01,30.04,2.15,25.5068,54891.0,5.8
1962-02-01,30.11,2.37,25.924,55187.0,5.5
1962-03-01,30.17,2.85,26.0631,55276.0,5.6
1962-04-01,30.21,2.78,26.1188,55602.0,5.6
1962-05-01,30.24,2.36,26.0909,55627.0,5.5
1962-06-01,30.21,2.68,26.0353,55644.0,5.5
1962-07-01,30.22,2.71,26.2856,55746.0,5.4
1962-08-01,30.28,2.93,26.3135,55838.0,5.7
1962-09-01,30.42,2.9,26.4804,55977.0,5.6
1962-10-01,30.38,2.9,26.5082,56041.0,5.4
1962-11-01,30.38,2.94,26.6194,56056.0,5.7
1962-12-01,30.38,2.93,26.6194,56028.0,5.5
1963-01-01,30.44,2.92,26.8141,56116.0,5.7
1963-02-01,30.48,3.0,27.1201,56230.0,5.9
1963-03-01,30.51,2.98,27.287,56322.0,5.7
1963-04-01,30.48,2.9,27.5374,56580.0,5.7
1963-05-01,30.51,3.0,27.8711,56616.0,5.9
1963-06-01,30.61,2.99,27.9546,56658.0,5.6
1963-07-01,30.69,3.02,27.8433,56794.0,5.6
1963-08-01,30.75,3.49,27.899,56910.0,5.4
1963-09-01,30.72,3.48,28.1771,57077.0,5.5
1963-10-01,30.75,3.5,28.3718,57284.0,5.5
1963-11-01,30.78,3.48,28.5109,57255.0,5.7
1963-12-01,30.88,3.38,28.4553,57360.0,5.5
1964-01-01,30.94,3.48,28.7056,57487.0,5.6
1964-02-01,30.91,3.48,28.9003,57751.0,5.4
1964-03-01,30.94,3.43,28.9003,57898.0,5.4
1964-04-01,30.95,3.47,29.3732,57922.0,5.3
1964-05-01,30.98,3.5,29.5401,58089.0,5.1
1964-06-01,31.01,3.5,29.6235,58221.0,5.2
1964-07-01,31.02,3.42,29.8182,58413.0,4.9
1964-08-01,31.05,3.5,30.0129,58619.0,5.0
1964-09-01,31.08,3.45,30.1242,58903.0,5.1
1964-10-01,31.12,3.36,29.707,58794.0,5.1
1964-11-01,31.21,3.52,30.6249,59217.0,4.8
1964-12-01,31.25,3.85,30.9865,59421.0,5.0
1965-01-01,31.28,3.9,31.3203,59583.0,4.9
1965-02-01,31.28,3.98,31.515,59800.0,5.1
1965-03-01,31.31,4.04,31.9322,60003.0,4.7
1965-04-01,31.38,4.09,32.0713,60259.0,4.8
1965-05-01,31.48,4.1,32.3216,60492.0,4.6
1965-06-01,31.61,4.04,32.572,60690.0,4.6
1965-07-01,31.58,4.09,32.8779,60963.0,4.4
1965-08-01,31.55,4.12,33.017,61228.0,4.4
1965-09-01,31.62,4.01,33.1005,61490.0,4.3
1965-10-01,31.65,4.08,33.4343,61718.0,4.2
1965-11-01,31.75,4.1,33.5733,61997.0,4.1
1965-12-01,31.85,4.32,33.9905,62321.0,4.0
1966-01-01,31.88,4.42,34.3243,62528.0,4.0
1966-02-01,32.08,4.6,34.5469,62796.0,3.8
1966-03-01,32.18,4.65,35.0197,63192.0,3.8
1966-04-01,32.28,4.67,35.0754,63436.0,3.8
1966-05-01,32.35,4.9,35.4092,63711.0,3.9
1966-06-01,32.38,5.17,35.576,64110.0,3.8
1966-07-01,32.45,5.3,35.7707,64301.0,3.8
1966-08-01,32.65,5.53,35.7986,64507.0,3.8
1966-09-01,32.75,5.4,36.1323,64644.0,3.7
1966-10-01,32.85,5.53,36.3827,64854.0,3.7
1966-11-01,32.88,5.76,36.1323,65019.0,3.6
1966-12-01,32.92,5.4,36.2158,65200.0,3.8
1967-01-01,32.9,4.94,36.3866,65407.0,3.9
1967-02-01,33.0,5.0,35.9739,65428.0,3.8
1967-03-01,33.0,4.53,35.7712,65530.0,3.8
1967-04-01,33.1,4.05,36.1085,65467.0,3.8
1967-05-01,33.1,3.94,35.7935,65619.0,3.8
1967-06-01,33.3,3.98,35.789,65750.0,3.9
1967-07-01,33.4,3.79,35.7075,65887.0,3.8
1967-08-01,33.5,3.9,36.3916,66142.0,3.8
1967-09-01,33.6,3.99,36.3326,66164.0,3.8
1967-10-01,33.7,3.88,36.6285,66225.0,4.0
1967-11-01,33.9,4.13,37.1523,66703.0,3.9
1967-12-01,34.0,4.51,37.5525,66900.0,3.8
1968-01-01,34.1,4.6,37.512,66805.0,3.7
1968-02-01,34.2,4.71,37.6465,67215.0,3.8
1968-03-01,34.3,5.05,37.764,67295.0,3.7
1968-04-01,34.4,5.76,37.8186,67555.0,3.5
1968-05-01,34.5,6.11,38.2429,67653.0,3.5
1968-06-01,34.7,6.07,38.3833,67904.0,3.7
1968-07-01,34.9,6.02,38.3245,68125.0,3.7
1968-08-01,35.0,6.03,38.4314,68328.0,3.5
1968-09-01,35.1,5.78,38.577,68487.0,3.4
1968-10-01,35.3,5.91,38.6536,68720.0,3.4
1968-11-01,35.4,5.82,39.1535,68985.0,3.4
1968-12-01,35.6,6.02,39.2772,69246.0,3.4
1969-01-01,35.7,6.3,39.5148,69438.0,3.4
1969-02-01,35.8,6.61,39.7677,69700.0,3.4
1969-03-01,36.1,6.79,40.0795,69905.0,3.4
1969-04-01,36.3,7.41,39.932,70072.0,3.4
1969-05-01,36.4,8.67,39.7811,70328.0,3.4
1969-06-01,36.6,8.9,40.1698,70636.0,3.5
1969-07-01,36.8,8.61,40.3818,70729.0,3.5
1969-08-01,36.9,9.19,40.4746,71006.0,3.5
1969-09-01,37.1,9.15,40.4655,70917.0,3.7
1969-10-01,37.3,9.0,40.4774,71120.0,3.7
1969-11-01,37.5,8.85,40.0958,71087.0,3.5
1969-12-01,37.7,8.97,39.9882,71240.0,3.5
1970-01-01,37.9,8.98,39.2477,71176.0,3.9
1970-02-01,38.1,8.98,39.2219,71304.0,4.2
1970-03-01,38.3,7.76,39.171,71452.0,4.4
1970-04-01,38.5,8.1,39.0702,71348.0,4.6
1970-05-01,38.6,7.94,39.0247,71123.0,4.8
1970-06-01,38.8,7.6,38.8985,71029.0,4.9
1970-07-01,38.9,7.21,38.994,71053.0,5.0
1970-08-01,39.0,6.61,38.9245,70933.0,5.1
1970-09-01,39.2,6.29,38.6561,70948.0,5.4
1970-10-01,39.4,6.2,37.8829,70519.0,5.5
1970-11-01,39.6,5.6,37.6534,70409.0,5.9
1970-12-01,39.8,4.9,38.5182,70790.0,6.1
1971-01-01,39.9,4.14,38.8144,70866.0,5.9
1971-02-01,39.9,3.72,38.7405,70806.0,5.9
1971-03-01,40.0,3.71,38.6985,70859.0,6.0
1971-04-01,40.1,4.15,38.9158,71037.0,5.9
1971-05-01,40.3,4.63,39.1133,71247.0,5.9
1971-06-01,40.5,4.91,39.2773,71253.0,5.9
1971-07-01,40.6,5.31,39.1633,71315.0,6.0
1971-08-01,40.7,5.56,38.936,71370.0,6.1
1971-09-01,40.8,5.55,39.5688,71617.0,6.0
1971-10-01,40.9,5.2,39.865,71642.0,5.8
1971-11-01,41.0,4.91,40.0342,71846.0,6.0
1971-12-01,41.1,4.14,40.4964,72108.0,6.0
1972-01-01,41.2,3.5,41.4709,72445.0,5.8
1972-02-01,41.4,3.29,41.8616,72652.0,5.7
1972-03-01,41.4,3.83,42.1645,72945.0,5.8
1972-04-01,41.5,4.17,42.6064,73163.0,5.7
1972-05-01,41.6,4.27,42.582,73467.0,5.7
1972-06-01,41.7,4.46,42.7051,73760.0,5.7
1972-07-01,41.8,4.55,42.6924,73708.0,5.6
1972-08-01,41.9,4.8,43.2568,74138.0,5.6
1972-09-01,42.1,4.87,43.5838,74263.0,5.5
1972-10-01,42.2,5.04,44.1699,74673.0,5.6
1972-11-01,42.4,5.06,44.6846,74967.0,5.3
1972-12-01,42.5,5.33,45.2006,75270.0,5.2
1973-01-01,42.7,5.94,45.498,75621.0,4.9
1973-02-01,43.0,6.58,46.1773,76017.0,5.0
1973-03-01,43.4,7.09,46.1937,76285.0,4.9
1973-04-01,43.7,7.12,46.1272,76455.0,5.0
1973-05-01,43.9,7.84,46.4199,76646.0,4.9
1973-06-01,44.2,8.49,46.4535,76887.0,4.9
1973-07-01,44.2,10.4,46.648,76911.0,4.8
1973-08-01,45.0,10.5,46.5669,77166.0,4.8
1973-09-01,45.2,10.78,46.9866,77276.0,4.8
1973-10-01,45.6,10.01,47.2997,77606.0,4.6
1973-11-01,45.9,10.03,47.548,77912.0,4.8
1973-12-01,46.3,9.95,47.4375,78035.0,4.9
1974-01-01,46.8,9.65,47.1083,78104.0,5.1
1974-02-01,47.3,8.97,46.9634,78254.0,5.2
1974-03-01,47.8,9.35,46.9733,78296.0,5.1
1974-04-01,48.1,10.51,46.83,78382.0,5.1
1974-05-01,48.6,11.31,47.1848,78547.0,5.1
1974-06-01,49.0,11.93,47.1292,78602.0,5.4
1974-07-01,49.3,12.92,47.1505,78635.0,5.5
1974-08-01,49.9,12.01,46.6882,78619.0,5.5
1974-09-01,50.6,11.34,46.7161,78611.0,5.9
1974-10-01,51.0,10.06,46.536,78629.0,6.0
1974-11-01,51.5,9.45,45.0062,78261.0,6.6
1974-12-01,51.9,8.53,43.4204,77657.0,7.2
1975-01-01,52.3,7.13,42.8246,77297.0,8.1
1975-02-01,52.6,6.24,41.8301,76919.0,8.1
1975-03-01,52.8,5.54,41.3862,76649.0,8.6
1975-04-01,53.0,5.49,41.4258,76461.0,8.8
1975-05-01,53.1,5.22,41.3326,76623.0,9.0
1975-06-01,53.5,5.55,41.6042,76520.0,8.8
1975-07-01,54.0,6.1,42.0025,76769.0,8.6
1975-08-01,54.2,6.14,42.4426,77155.0,8.4
1975-09-01,54.6,6.24,42.9708,77230.0,8.4
1975-10-01,54.9,5.82,43.1611,77535.0,8.4
1975-11-01,55.3,5.22,43.2561,77680.0,8.3
1975-12-01,55.6,5.2,43.7944,78018.0,8.2
1976-01-01,55.8,4.87,44.4309,78506.0,7.9
1976-02-01,55.9,4.77,44.8644,78817.0,7.7
1976-03-01,56.0,4.84,44.916,79049.0,7.6
1976-04-01,56.1,4.82,45.1733,79292.0,7.7
1976-05-01,56.4,5.29,45.3729,79311.0,7.4
1976-06-01,56.7,5.48,45.3841,79376.0,7.6
1976-07-01,57.0,5.31,45.6491,79547.0,7.8
1976-08-01,57.3,5.29,45.9698,79704.0,7.8
1976-09-01,57.6,5.25,46.1015,79892.0,7.6
1976-10-01,57.9,5.02,46.1172,79905.0,7.7
1976-11-01,58.1,4.95,46.7939,80237.0,7.8
1976-12-01,58.4,4.65,47.2798,80448.0,7.8
1977-01-01,58.7,4.61,47.023,80692.0,7.5
1977-02-01,59.3,4.68,47.7335,80988.0,7.6
1977-03-01,59.6,4.69,48.3415,81391.0,7.4
1977-04-01,60.0,4.73,48.7789,81729.0,7.2
1977-05-01,60.2,5.35,49.2046,82089.0,7.0
1977-06-01,60.5,5.39,49.5627,82488.0,7.2
1977-07-01,60.8,5.42,49.6389,82836.0,6.9
1977-08-01,61.1,5.9,49.6517,83074.0,7.0
1977-09-01,61.3,6.14,49.8872,83532.0,6.8
1977-10-01,61.6,6.47,49.9859,83794.0,6.8
1977-11-01,62.0,6.51,50.0357,84173.0,6.8
1977-12-01,62.3,6.56,50.1135,84408.0,6.4
1978-01-01,62.7,6.7,49.4201,84595.0,6.4
1978-02-01,63.0,6.78,49.6618,84948.0,6.3
1978-03-01,63.4,6.79,50.6053,85461.0,6.3
1978-04-01,63.9,6.89,51.6639,86163.0,6.1
1978-05-01,64.5,7.36,51.8472,86509.0,6.0
1978-06-01,65.0,7.6,52.2056,86951.0,5.9
1978-07-01,65.5,7.81,52.1834,87205.0,6.2
1978-08-01,65.9,8.04,52.3807,87481.0,5.9
1978-09-01,66.5,8.45,52.5124,87618.0,6.0
1978-10-01,67.1,8.96,52.9384,87954.0,5.8
1978-11-01,67.5,9.76,53.3363,88391.0,5.9
1978-12-01,67.9,10.03,53.6296,88673.0,6.0
1979-01-01,68.5,10.07,53.2837,88810.0,5.9
1979-02-01,69.2,10.06,53.5675,89054.0,5.9
1979-03-01,69.9,10.09,53.7364,89480.0,5.8
1979-04-01,70.6,10.01,53.1571,89418.0,5.8
1979-05-01,71.4,10.24,53.5566,89791.0,5.6
1979-06-01,72.2,10.29,53.5534,90109.0,5.7
1979-07-01,73.0,10.47,53.4808,90215.0,5.7
1979-08-01,73.7,10.94,53.1195,90297.0,6.0
1979-09-01,74.4,11.43,53.1786,90325.0,5.9
1979-10-01,75.2,13.77,53.4617,90482.0,6.0
1979-11-01,76.0,13.18,53.409,90576.0,5.9
1979-12-01,76.9,13.78,53.4536,90673.0,6.0
1980-01-01,78.0,13.82,53.7071,90802.0,6.3
1980-02-01,79.0,14.13,53.7262,90882.0,6.3
1980-03-01,80.1,17.19,53.5481,90994.0,6.3
1980-04-01,80.9,17.61,52.4571,90850.0,6.9
1980-05-01,81.7,10.98,51.1904,90419.0,7.5
1980-06-01,82.5,9.47,50.5575,90099.0,7.6
1980-07-01,82.6,9.03,50.166,89837.0,7.8
1980-08-01,83.2,9.61,50.353,90097.0,7.7
1980-09-01,83.9,10.87,51.1727,90210.0,7.5
1980-10-01,84.7,12.81,51.8129,90491.0,7.5
1980-11-01,85.6,15.85,52.7175,90748.0,7.5
1980-12-01,86.4,18.9,53.0142,90943.0,7.2
1981-01-01,87.2,19.08,52.7119,91037.0,7.5
1981-02-01,88.0,15.93,52.4633,91105.0,7.4
1981-03-01,88.6,14.7,52.7501,91210.0,7.4
1981-04-01,89.1,15.72,52.5233,91283.0,7.2
1981-05-01,89.7,18.52,52.8211,91293.0,7.5
1981-06-01,90.5,19.1,53.0699,91490.0,7.5
1981-07-01,91.5,19.04,53.4044,91602.0,7.2
1981-08-01,92.2,17.82,53.3959,91566.0,7.4
1981-09-01,93.1,15.87,53.0761,91479.0,7.6
1981-10-01,93.4,15.08,52.6972,91380.0,7.9
1981-11-01,93.8,13.31,52.0996,91171.0,8.3
1981-12-01,94.1,12.37,51.5219,90893.0,8.5
1982-01-01,94.4,13.22,50.4933,90567.0,8.6
1982-02-01,94.7,14.78,51.4979,90562.0,8.9
1982-03-01,94.7,14.68,51.1159,90432.0,9.0
1982-04-01,95.0,14.94,50.6623,90152.0,9.3
1982-05-01,95.9,14.45,50.3505,90107.0,9.4
1982-06-01,97.0,14.15,50.1943,89864.0,9.6
1982-07-01,97.5,12.59,50.0395,89522.0,9.8
1982-08-01,97.7,10.12,49.6075,89364.0,9.8
1982-09-01,97.7,10.31,49.4584,89183.0,10.1
1982-10-01,98.1,9.71,49.011,88906.0,10.4
1982-11-01,98.0,9.2,48.8232,88783.0,10.8
1982-12-01,97.7,8.95,48.4682,88769.0,10.8
1983-01-01,97.9,8.68,49.3992,88993.0,10.4
1983-02-01,98.0,8.51,49.089,88918.0,10.4
1983-03-01,98.1,8.77,49.4906,89090.0,10.3
1983-04-01,98.8,8.8,50.0805,89366.0,10.2
1983-05-01,99.2,8.63,50.4295,89643.0,10.1
1983-06-01,99.4,8.98,50.7333,90022.0,10.1
1983-07-01,99.8,9.37,51.5016,90440.0,9.4
1983-08-01,100.1,9.56,52.0679,90132.0,9.5
1983-09-01,100.4,9.45,52.8472,91247.0,9.2
1983-10-01,100.8,9.48,53.2874,91518.0,8.8
1983-11-01,101.1,9.34,53.4759,91871.0,8.5
1983-12-01,101.4,9.47,53.7593,92227.0,8.3
1984-01-01,102.1,9.56,54.8216,92673.0,8.0
1984-02-01,102.6,9.59,55.0698,93154.0,7.8
1984-03-01,102.9,9.91,55.3384,93429.0,7.8
1984-04-01,103.3,10.29,55.6911,93792.0,7.7
1984-05-01,103.5,10.32,55.9506,94100.0,7.4
1984-06-01,103.7,11.06,56.1549,94479.0,7.2
1984-07-01,104.1,11.23,56.3326,94792.0,7.5
1984-08-01,104.4,11.64,56.3847,95034.0,7.5
1984-09-01,104.7,11.3,56.2832,95344.0,7.3
1984-10-01,105.1,9.99,56.1943,95630.0,7.4
1984-11-01,105.3,9.43,56.4108,95979.0,7.2
1984-12-01,105.5,8.38,56.4759,96107.0,7.3
1985-01-01,105.7,8.35,56.3801,96373.0,7.3
1985-02-01,106.3,8.5,56.5796,96497.0,7.2
1985-03-01,106.8,8.58,56.6645,96843.0,7.2
1985-04-01,107.0,8.27,56.5122,97039.0,7.3
1985-05-01,107.2,7.97,56.5982,97313.0,7.2
1985-06-01,107.5,7.53,56.6317,97459.0,7.4
1985-07-01,107.7,7.88,56.2637,97649.0,7.4
1985-08-01,107.9,7.9,56.496,97842.0,7.1
1985-09-01,108.1,7.92,56.7412,98045.0,7.1
1985-10-01,108.5,7.99,56.508,98233.0,7.1
1985-11-01,109.0,8.05,56.6984,98442.0,7.0
1985-12-01,109.5,8.27,57.2954,98609.0,7.0
1986-01-01,109.9,8.14,57.5555,98734.0,6.7
1986-02-01,109.7,7.86,57.1707,98841.0,7.2
1986-03-01,109.1,7.48,56.7784,98935.0,7.2
1986-04-01,108.7,6.99,56.8228,99122.0,7.1
1986-05-01,109.0,6.85,56.938,99249.0,7.2
1986-06-01,109.4,6.92,56.7427,99155.0,7.2
1986-07-01,109.5,6.56,57.0569,99473.0,7.0
1986-08-01,109.6,6.17,56.9807,99587.0,6.9
1986-09-01,110.0,5.89,57.0954,99934.0,7.0
1986-10-01,110.2,5.85,57.3542,100120.0,7.0
1986-11-01,110.4,6.04,57.623,100306.0,6.9
1986-12-01,110.8,6.91,58.1006,100511.0,6.6
1987-01-01,111.4,6.43,57.9173,100683.0,6.6
1987-02-01,111.8,6.1,58.663,100915.0,6.6
1987-03-01,112.2,6.13,58.7602,101164.0,6.6
1987-04-01,112.7,6.37,59.1416,101502.0,6.3
1987-05-01,113.0,6.85,59.517,101728.0,6.3
1987-06-01,113.5,6.73,59.7996,101900.0,6.2
1987-07-01,113.8,6.58,60.2152,102247.0,6.1
